Title,Authors,Journal,Publication date,Research area,Cell Line,Cell Type,Species,Analyzer,XF Assay,Plate Reader Assay,Seeding density,Plate coating
2-Deoxy-d-Glucose Can Complement Doxorubicin and Sorafenib to Suppress the Growth of Papillary Thyroid Carcinoma Cells,"Wang SY, Wei YH, Shieh DB, Lin LL, Cheng SP, Wang PW, Chuang JH",PLoS One,Jul 1 2015 12:00 AM,Cancer Research,CG3,Thyroid Carcinoma Cells,Human,96,Basal Metabolic Assay,,Not Specified,Not Specified
3D brown adipogenesis to create Brown-Fat-in-Microstrands,"Unser AM, Mooney B, Corr DT, Tseng Y-H, Xie Y",Biomaterials,Oct 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Preadipocytes,Preadipocytes,Mouse,24-Mar,Substrate utilization,,1.5 mm pieces,Not Specified
3D brown adipogenesis to create Brown-Fat-in-Microstrands,"Unser AM, Mooney B, Corr DT, Tseng Y-H, Xie Y",Biomaterials,Oct 1 2015 12:00 AM,Stem Cell Biology,Preadipocytes,Preadipocytes,Mouse,24-Mar,Substrate utilization,,1. 5 mm pieces,Not Specified
3D brown adipogenesis to create Brown-Fat-in-Microstrands,"Unser AM, Mooney B, Corr DT, Tseng Y-H, Xie Y",Biomaterials,Oct 1 2015 12:00 AM,Cell Metabolism in Technology,Preadipocytes,Preadipocytes,Mouse,24-Mar,Substrate utilization,,1.5 mM pieces,Not Specified
3D high-content screening for the identification of compounds that target cells in dormant tumor spheroid regions,"Wenzel C, Riefke B, Gr�ndemann S, Krebs A, Christian S, Prinz F, Osterland M, Golfier S, R�se S, Ansari N, Esner M, Bickle M, Pampaloni F, Mattheyer C, Stelzer EH, Parczyk K, Prechtl S, Steigemann P.",Exp Cell Res,Apr 1 2014 12:00 AM,Cancer Research,T47D,Breast Cancer Cells,Human,96,Basal Metabolic Assay,,2.5x10^4 cells/well,Not Specified
3D high-content screening for the identification of compounds that target cells in dormant tumor spheroid regions,"Wenzel C, Riefke B, Gr�ndemann S, Krebs A, Christian S, Prinz F, Osterland M, Golfier S, R�se S, Ansari N, Esner M, Bickle M, Pampaloni F, Mattheyer C, Stelzer EH, Parczyk K, Prechtl S, Steigemann P.",Exp Cell Res,Apr 1 2014 12:00 AM,Drug Discovery,T47D,Breast Cancer Cells,Human,96,Basal Metabolic Assay,,2.5x10^4 cells/well,Not Specified
3-Iodothyronamine reduces insulin secretion in vitro via a mitochondrial mechanism,"Lehmphul I, Hoefig CSKohrle J",Mol Cell Endocrinol,Jul 25 2017 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Min6  cells,Pancreatic cells,Mouse,96,Cell Mitochondrial Stress Test,,1.5 x10^3 cells/well,Not Specified
3-Iodothyronamine reduces insulin secretion in vitro via a mitochondrial mechanism,"Lehmphul I, Hoefig CSKohrle J",Mol Cell Endocrinol,Jul 25 2017 12:00 AM,Immunology Research,Min6  cells,Pancreatic cells,Mouse,96,Cell Mitochondrial Stress Test,,1.5 x10^3 cells/well,Not Specified
3T3-L1 adipocytes display phenotypic characteristics of multiple adipocyte lineages,"Morrison S, McGee SL",Adipocyte,Apr 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",3T3-L1,Preadipocytes,Mouse,24,Substrate utilization,,5.0 x10^4 cells/well,Not Specified
4-1BB costimulation induces T cell mitochondrial function and biogenesis enabling cancer immunotherapeutic responses,"A. V. Menk, N. E. Scharping, D. B. Rivadeneira, M. J. Calderon, M. J. Watson, D. Dunstane, S. C. Watkins and G. M. Delgoffe",J Exp Med,Apr 2 2018 12:00 AM,Immunology Research,T-cells,T-cells,Mouse,96,Cell Mitochondrial Stress Test,,1.0 x10^5 cells/well,Cell-Tak
4-1BB costimulation induces T cell mitochondrial function and biogenesis enabling cancer immunotherapeutic responses,"A. V. Menk, N. E. Scharping, D. B. Rivadeneira, M. J. Calderon, M. J. Watson, D. Dunstane, S. C. Watkins and G. M. Delgoffe",J Exp Med,Apr 2 2018 12:00 AM,Cancer Research,T-cells,T-cells,Mouse,96,Cell Mitochondrial Stress Test,,1.0 x10^5 cells/well,Cell-Tak
4-1BBL signaling promotes cell proliferation through reprogramming of glucose metabolism in monocytes/macrophages,"Tu TH, Kim CS, Nam-Goong IS, Nam CW, Kim YI, Goto T, Kawada T, Park T, Yoon Park JH, Ryoo ZY, Park JW, Choi HS, Yu R",FEBS J,Feb 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",RAW 264.7,Immune Cells,Mouse,24,Basal Metabolic Assay,,5.0 x10^5 cells/well,Not Specified
4-1BBL signaling promotes cell proliferation through reprogramming of glucose metabolism in monocytes/macrophages,"Tu TH, Kim CS, Nam-Goong IS, Nam CW, Kim YI, Goto T, Kawada T, Park T, Yoon Park JH, Ryoo ZY, Park JW, Choi HS, Yu R",FEBS J,Feb 1 2015 12:00 AM,Immunology Research,RAW 264.7,Immune Cells,Mouse,24,Basal Metabolic Assay,,5.0 x10^5 cells/well,Not Specified
4-Hydroxynonenal induces Nrf2-mediated UCP3 upregulation in mouse cardiomyocytes,"L�pez-Bernardo E, Anedda A, S�nchez-P�rez P, Acosta-Iborra B, Cadenas S",Free Radic Biol Med,Apr 1 2015 12:00 AM,Cardiovascular Research,HL-1,Cardiac Cells,Mouse,24,Cell Mitochondrial Stress Test with additional injection,,5.0 x10^4 cells/well,Not Specified
5-AMP-Activated Protein Kinase (AMPK) Supports the Growth of Aggressive Experimental Human Breast Cancer Tumors,"Laderoute KR, Calaoagan JM, Chao WR, Dinh D, Denko N, Duellman S, Kalra J, Liu X, Papandreou I, Sambucetti L, Boros LG",J Biol Chem,Jul 1 2014 12:00 AM,Cancer Research,MDA-MB-231,Breast Cancer Cells,Human,24,Substrate utilization,,1.5x10^5 cells/well,Not Specified
5-HT2 Receptor Regulation of Mitochondrial Genes: Unexpected Pharmacological Effects of Agonists and Antagonists,"Harmon JL, Wills LP, McOmish CE, Demireva EY, Gingrich JA, Beeson CC, Schnellmann RG",J Pharmacol Exp Ther,Jan 1 2016 12:00 AM,Nephrology Research,Renal Tubules,Kidney Cells,Rabbit,96,Substrate utilization,,Not Specified,Not Specified
"6-Phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 is essential for p53-null cancer cells","S. Ros, J. Floter, I. Kaymak, C. Da Costa, A. Houddane, S. Dubuis, B. Griffiths, R. Mitter, S. Walz, S. Blake, A. Behrens, K. M. Brindle, N. Zamboni, M. H. Rider and A. Schulze",Oncogene,Jun 8 2017 12:00 AM,Cancer Research,HCT116,Colon Cancer Cells,Human,96,Cell Mitochondrial Stress Test,,4.0 x10^5 cells/well,Not Specified
"6-Phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 is essential for p53-null cancer cells","S. Ros, J. Floter, I. Kaymak, C. Da Costa, A. Houddane, S. Dubuis, B. Griffiths, R. Mitter, S. Walz, S. Blake, A. Behrens, K. M. Brindle, N. Zamboni, M. H. Rider and A. Schulze",Oncogene,Jun 8 2017 12:00 AM,Translational Research,HCT116,Colon Cancer Cells,Human,96,Cell Mitochondrial Stress Test,,4.0 x10^5 cells/well,Not Specified
8-oxoguanine DNA glycosylase (Ogg1) controls hepatic gluconeogenesis,"Scheffler K, Rachek L, You P, Rowe AD, Wang W, Kusnierczyk A, Kittelsen L, Bjoras MEide L",DNA Repair (Amst),Jan 1 2018 12:00 AM,Toxicology Research,Hep1.6,Hepatocytes,Mouse,24-Mar,Basal Metabolic Assay,,5.0 x10^4 cells/well,Not Specified
8-oxoguanine DNA glycosylase (Ogg1) controls hepatic gluconeogenesis,"Scheffler K, Rachek L, You P, Rowe AD, Wang W, Kusnierczyk A, Kittelsen L, Bjoras MEide L",DNA Repair (Amst),Jan 1 2018 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Hep1.6,Hepatocytes,Mouse,24-Mar,Basal Metabolic Assay,,5.0 x10^4 cells/well,Not Specified
8-oxoguanine DNA glycosylase (Ogg1) controls hepatic gluconeogenesis,"Scheffler K, Rachek L, You P, Rowe AD, Wang W, Kusnierczyk A, Kittelsen L, Bjoras MEide L",DNA Repair (Amst),Jan 1 2018 12:00 AM,Drug Discovery,Hep1.6,Hepatocytes,Mouse,24-Mar,Basal Metabolic Assay,,5.0 x10^4 cells/well,Not Specified
"9-oxo-10(E),12(E)-octadecadienoic acid derived from tomato is a potent PPAR a agonist to decrease triglyceride accumulation in mouse primary hepatocytes","Kim YI, Hirai S, Takahashi H, Goto T, Ohyane C, Tsugane T, Konishi C, Fujii T, Inai S, Iijima Y, Aoki K, Shibata D, Takahashi N, Kawada T.",Mol Nutr Food Res,Apr 1 2011 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Hepatocytes,Hepatocytes,Mouse,24,Basal Metabolic Assay,,5.0x10^5 cells/well,Collagen I
"9-oxo-10(E),12(E)-octadecadienoic acid derived from tomato is a potent PPAR a agonist to decrease triglyceride accumulation in mouse primary hepatocytes","Kim YI, Hirai S, Takahashi H, Goto T, Ohyane C, Tsugane T, Konishi C, Fujii T, Inai S, Iijima Y, Aoki K, Shibata D, Takahashi N, Kawada T.",Mol Nutr Food Res,Apr 1 2011 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Hepatocytes,Hepatocytes,Mouse,24,Basal Metabolic Assay,,5.0x10^5 cells/well,Collagen I
A 3-methylcrotonyl-CoA carboxylase deficient human skin fibroblast transcriptome reveals underlying mitochondrial dysfunction and oxidative stress,"Zandberg L, van Dyk HC, van der Westhuizen FH, van Dijk AA",Int J Biochem Cell Biol,Jul 1 2016 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",fibroblasts,Fibroblasts,Human,96,Cell Mitochondrial Stress Test,,1.25 x1o^4 cells/well or 2.25 x10^4 cells/well,Not Specified
A 3-methylcrotonyl-CoA carboxylase deficient human skin fibroblast transcriptome reveals underlying mitochondrial dysfunction and oxidative stress,"Zandberg L, van Dyk HC, van der Westhuizen FH, van Dijk AA",Int J Biochem Cell Biol,Jul 1 2016 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",fibroblasts,Fibroblasts,Human,96,Glycolysis Stress Test,,2.25 x10^4 cells/well or 1.25 x10^4 cells/well,Not Specified
A bioenergetic profile of non-transformed fibroblasts uncovers a link between death-resistance and enhanced spare respiratory capacity,"Nickens KP, Wikstrom JD, Shirihai OS, Patierno SR, Ceryak S",Mitochondrion,Sep 1 2013 12:00 AM,Cancer Research,BJ-5ta,Fibroblasts,Human,24,Cell Mitochondrial Stress Test,,1.0x10^4 cells/well,Not Specified
A cannabinoid link between mitochondria and memory,"Hebert-Chatelain E, Desprez T, Serrat R, Bellocchio L, Soria-Gomez E, Busquets-Garcia A, Pagano Zottola AC, Delamarre A, Cannich A, Vincent P, Varilh M, Robin LM, Terral G, Garcia-Fernandez MD, Colavita M, Mazier W, Drago F, Puente N, Reguero L, Elezgarai",Nature,Nov 24 2016 12:00 AM,Neurobiology Research,Hippocampal neurons,Neuronal cells,Mouse,96,Switch Assay,,Not Specified,Not Specified
A cannabinoid link between mitochondria and memory,"Hebert-Chatelain E, Desprez T, Serrat R, Bellocchio L, Soria-Gomez E, Busquets-Garcia A, Pagano Zottola AC, Delamarre A, Cannich A, Vincent P, Varilh M, Robin LM, Terral G, Garcia-Fernandez MD, Colavita M, Mazier W, Drago F, Puente N, Reguero L, Elezgarai",Nature,Nov 24 2016 12:00 AM,Translational Research,Hippocampal neurons,Neuronal cells,Mouse,96,Switch Assay,,Not Specified,Not Specified
A cardiac mitochondrial cAMP signaling pathway,"Wang, Z",Cell Death Dis,Mar 21 2016 12:00 AM,Cardiovascular Research,Isolated mitochondria,Isolated mitochondria,Rat,Plate Reader,,MitoXpress Xtra Oxygen Consumption Assay,50 ug,Not Specified
A cardiac mitochondrial cAMP signaling pathway,"Wang, Z",Cell Death Dis,Mar 21 2016 12:00 AM,Cell Physiology Research,Isolated mitochondria,Isolated mitochondria,Rat,Plate Reader,,MitoXpress Xtra Oxygen Consumption Assay,50 ug,Not Specified
A Caspase-3 Reporter for Fluorescence Lifetime Imaging of Single-Cell Apoptosis,"J. Buschhaus, B. Humphries, K. Luker and G. Luker",Cells,Jun 13 2018 12:00 AM,Cancer Research,HEK293T,Embryonic Kidney Cells,Human,96,Glycolysis Stress Test,,Not Specified,Not Specified
A Caspase-3 Reporter for Fluorescence Lifetime Imaging of Single-Cell Apoptosis,"J. Buschhaus, B. Humphries, K. Luker and G. Luker",Cells,Jun 13 2018 12:00 AM,Techniques & Methods,HEK293T,Embryonic Kidney Cells,Human,96,Glycolysis Stress Test,,Not Specified,Not Specified
A cell-based phenotypic assay to identify cardiprotective agents,"Guo S, Olm-Shipman A, Walters A, Urciuoli WR, Devito S, Nadtochiy SM, Wojtovich AP, Brookes PS",Circ Res,Mar 1 2012 12:00 AM,Cardiovascular Research,H9c2,Cardiac Cells,Rat,24,Basal Metabolic Assay,,Not Specified,Not Specified
A cellular mechanism of muscle memory facilitates mitochondrial remodelling following resistance training,"H. Lee, K. Kim, B. Kim, J. Shin, S. Rajan, J. Wu, X. Chen, M. D. Brown, S. Lee and J. Y. Park",J Physiol,Sep 1 2018 12:00 AM,Cell Physiology Research,L6,Myoblast,Rat,96,Cell Mitochondrial Stress Test,,2.0 x10^3 cells/well,Not Specified
A central role for carbon-overflow pathways in the modulation of bacterial cell death,"V. C. Thomas, M. R. Sadykov, S. S. Chaudhari, J. Jones, J. L. Endres, T. J. Widhelm, J. S. Ahn, R. S. Jawa, M. C. Zimmerman and K. W. Bayles",PLoS Pathog,Jul 19 2014 12:00 AM,Cell Physiology Research,Bacteria (S. aureus),Bacteria (S. aureus),Bacteria (S. aureus),Plate Reader,,MitoXpress Xtra Oxygen Consumption Assay,Not Specified,Not Specified
A Chemical Screen Probing the Relationship between Mitochondrial Content and Cell Size,"Kitami T, Logan DJ, Negri J, Hasaka T, Tolliday NJ, Carpenter AE, Spiegelman BM, Mootha VK",PLoS One,Mar 1 2012 12:00 AM,Cell Metabolism in Screening,HUVEC,Umbilical Cells,Human,24,Cell Mitochondrial Stress Test,,8.0x10^3 cells/well,Not Specified
A chlorogenic acid-phospholipid complex ameliorates post-myocardial infarction inflammatory response mediated by mitochondrial reactive oxygen species in SAMP8 mice,"Y. Li, X. Ren, C. Lio, W. Sun, K. Lai, Y. Liu, Z. Zhang, J. Liang, H. Zhou, L. Liu, H. Huang, J. Ren and P. Luo",Pharmacol Res,Feb 4 2018 12:00 AM,Immunology Research,Isolated mitochondria,Isolated mitochondria,Mouse,Xfp,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
A chlorogenic acid-phospholipid complex ameliorates post-myocardial infarction inflammatory response mediated by mitochondrial reactive oxygen species in SAMP8 mice,"Y. Li, X. Ren, C. Lio, W. Sun, K. Lai, Y. Liu, Z. Zhang, J. Liang, H. Zhou, L. Liu, H. Huang, J. Ren and P. Luo",Pharmacol Res,Feb 4 2018 12:00 AM,Cardiovascular Research,Isolated mitochondria,Isolated mitochondria,Mouse,Xfp,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
A combined in vitro approach to improve the prediction of mitochondrial toxicants,"Eakins J, Bauch C, Woodhouse H, Park B, Bevan S, Dilworth C, Walker P",Toxicol In Vitro,Apr 1 2016 12:00 AM,Drug Discovery,HepG2,Hepatocarcinoma Cells,Human,96,Cell Mitochondrial Stress Test,,2.0 x10^4 cells/well,Not Specified
A combined in vitro approach to improve the prediction of mitochondrial toxicants,"Eakins J, Bauch C, Woodhouse H, Park B, Bevan S, Dilworth C, Walker P",Toxicol In Vitro,Apr 1 2016 12:00 AM,Toxicology Research,HepG2,Hepatocarcinoma Cells,Human,96,Cell Mitochondrial Stress Test,,2.0 x10^4 cells/well,Not Specified
A common variant in TFB1M is associated with reduced insulin secretion and increased future risk of type 2 diabetes,"Koeck T, Olsson AH, Nitert MD, Sharoyko VV, Ladenvall C, Kotova O, Reiling E, R�nn T, Parikh H, Taneera J, Eriksson JG, Metodiev MD, Larsson NG, Balhuizen A, Luthman H, Stan�kov� A, Kuusisto J, Laakso M, Poulsen P, Vaag A, Groop L, Lyssenko V, Mulder H, L",Cell Metab,Jan 1 2011 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",INS832/13,Pancreatic cells,Rat,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
A common variant in TFB1M is associated with reduced insulin secretion and increased future risk of type 2 diabetes,"Koeck T, Olsson AH, Nitert MD, Sharoyko VV, Ladenvall C, Kotova O, Reiling E, R�nn T, Parikh H, Taneera J, Eriksson JG, Metodiev MD, Larsson NG, Balhuizen A, Luthman H, Stan�kov� A, Kuusisto J, Laakso M, Poulsen P, Vaag A, Groop L, Lyssenko V, Mulder H, L",Cell Metab,Jan 1 2011 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",INS832/13,Pancreatic cells,Rat,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
"A Comparison of Cytotoxicity and Oxidative Stress from Welding Fumes Generated with a New Nickel-, Copper-Based Consumable versus Mild and Stainless Steel-Based Welding in RAW 264.7 Mouse Macrophages","Badding MA, Fix NR, Antonini JM, Leonard SS",PLoS One,Jun 1 2014 12:00 AM,Toxicology Research,RAW 264.7,Immune Cells,Mouse,96,Cell Mitochondrial Stress Test,,1.25x10^4 cells/well,Not Specified
A complex V ATP5A1 defect causes fatal neonatal mitochondrial encephalopathy,"A. I. Jonckheere, G. H. Renkema, M. Bras, L. P. van den Heuvel, A. Hoischen, C. Gilissen, S. B. Nabuurs, M. A. Huynen, M. C. de Vries, J. A. Smeitink and R. J. Rodenburg",Brain,Mar 1 2013 12:00 AM,Mitochondrial Disease Research,fibroblast,Fibroblast,Human,Plate Reader,,MitoXpress Xtra Oxygen Consumption Assay,Not Specified,Not Specified
A computational screen for regulators of oxidative phosphorylation implicates SLIRP in mitochondrial RNA homeostasis,"Baughman, Joshua M., Roland Nilsson, Vishal M. Gohil, Daniel H. Arlow, Zareen Gauhar, and Vamsi K. Mootha.",PLoS Genet,Aug 1 2009 12:00 AM,Cell Metabolism in Screening,MCH58,Fibroblasts,Human,24,Basal Metabolic Assay,,3.0x10^4 cells/well,Not Specified
A computational study of the Warburg effect identifies metabolic targets inhibiting cancer migration,"Yizhak K, Le D�v�dec SE, Rogkoti VM, Baenke F, de Boer VC, Frezza C, Schulze A, van de Water B, Ruppin E",Mol Syst Biol.,Aug 1 2014 12:00 AM,Cancer Research,MDA-MB-231,Breast Cancer Cells,Human,96,Basal Metabolic Assay,,8.0x10^3 cells/well,Not Specified
"A conserved MADS-box phosphorylation motif regulates differentiation and mitochondrial function in skeletal, cardiac, and smooth muscle cells","Mughal W, Nguyen L, Pustylnik S, da Silva Rosa SC, Piotrowski S, Chapman D, Du M, Alli NS, Grigull J, Halayko AJ, Aliani M, Topham MK, Epand RM, Hatch GM, Pereira TJ, Kereliuk S, McDermott JC, Rampitsch C, Dolinsky VW, Gordon JW",Cell Death Dis,Oct 1 2015 12:00 AM,Cell Physiology Research,H9c2,Cardiac Cells,Rat,24,Fatty Acid Oxidation,,Not Specified,Not Specified
A conserved phosphatase destroys toxic glycolytic side products in mammals and yeast,"Collard F, Baldin F, Gerin I, Bols�e J, No�l G, Graff J, Veiga-da-Cunha M, Stroobant V, Vertommen D, Houddane A, Rider MH, Linster CL, Van Schaftingen E, Bommer GT",Nat Chem Biol,Jun 1 2016 12:00 AM,Cell Physiology Research,HCT116,Colon Cancer Cells,Human,96,Cell Mitochondrial Stress Test,,1.5 x10^4 cells/well,Not Specified
A Creatine-Driven Substrate Cycle Enhances Energy Expenditure and Thermogenesis in Beige Fat,"Kazak L, Chouchani ET, Jedrychowski MP, Erickson BK, Shinoda K, Cohen P, Vetrivelan R, Lu GZ, Laznik-Bogoslavski D, Hasenfuss SC, Kajimura S, Gygi SP, Spiegelman BM",Cell,Oct 1 2015 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Isolated mitochondria,Isolated mitochondria,Mouse,24,Mitochondrial Respiratory Complex Assay,,5 ug/well,Not Specified
A critical role of mitochondrial phosphatase ptpmt1 in embryogenesis reveals a mitochondrial metabolic stress-induced differentiation checkpoint in embryonic stem cells,"Shen J, Liu X, Yu WM, Liu J, Groot Nibbelink M, Guo C, Finkel T, Qu CK",Mol Cell Biol,Dec 1 2011 12:00 AM,Stem Cell Biology,Embryonic Stem Cells,Stem cells,Mouse,24,Substrate utilization,,Not Specified,Not Specified
A Critical SUMO1 Modification of LKB1 Regulates AMPK Activity during Energy Stress,"Ritho J, Arold ST, Yeh ET",Cell Rep,Jul 1 2015 12:00 AM,Cell Physiology Research,A549,Lung cancer cells,Human,24,Substrate utilization,,Not Specified,Not Specified
A Critical SUMO1 Modification of LKB1 Regulates AMPK Activity during Energy Stress,"Ritho J, Arold ST, Yeh ET",Cell Rep,Jul 1 2015 12:00 AM,Cell Physiology Research,A549,Lung cancer cells,Human,24,Basal Metabolic Assay,,Not Specified,Not Specified
A cytotoxic Petiveria alliacea dry extract induces ATP depletion and decreases _-F1-ATPase expression in breast cancer cells and promotes survival in tumor-bearing mice,"Hern�ndez JF, Urue�a CP, Sandoval TA, Cifuentes MC, Formentini L, Cuezva JMFiorentino S",Revista Brasileira de Farmacognosia,Feb 1 2017 12:00 AM,Cancer Research,HS578T,Breast Cancer Cells,Human,24,Cell Mitochondrial Stress Test,,4.0 x10^4 cells/well,Not Specified
"A deafness-associated tRNAAsp mutation alters the m1G37 modification, aminoacylation and stability of tRNAAsp and mitochondrial function","Wang M, Peng Y, Zheng J, Zheng B, Jin X, Liu H, Wang Y, Tang X, Huang T, Jiang P, Guan MX",Nucleic Acids Res,Aug 1 2016 12:00 AM,Translational Research,Cybrid,Cytoplasmic hybrid,Human,96,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
