State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
CALIFORNIA,LOS ANGELES,2017-29,FIDLER,LACEY,NARCOTICS,"WC,TX",D,01/13/2017,30,0,30,INSTALLED AND USED,30,222,40,"6,682","1,500","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-30,FIDLER,LACEY,NARCOTICS,"WC,TX",D,01/11/2017,30,0,30,INSTALLED AND USED,30,51,101,"1,539","1,097","59,209","15,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-31,FIDLER,LACEY,NARCOTICS,WC,D,01/11/2017,30,0,30,INSTALLED AND USED,30,169,139,"5,072","1,653","44,231","10,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-32,FIDLER,LACEY,NARCOTICS,WC,D,01/17/2016,30,0,30,INSTALLED AND USED,30,34,33,"1,048",149,"20,000","2,000",3,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-33,FIDLER,LACEY,NARCOTICS,WC,D,01/17/2017,30,0,30,INSTALLED AND USED,30,34,33,"1,048",149,"20,000","2,000",3,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-34,FIDLER,LACEY,NARCOTICS,WC,D,12/16/2016,30,1,60,INSTALLED AND USED,60,110,138,"6,647","1,571","20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-35,FIDLER,LACEY,NARCOTICS,WC,D,12/14/2016,30,1,60,INSTALLED AND USED,60,16,25,977,148,"40,000","4,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-36,FIDLER,LACEY,NARCOTICS,"WC,TX",D,01/20/2017,30,0,30,INSTALLED AND USED,30,246,46,"7,400","2,300","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-37,FIDLER,LACEY,NARCOTICS,WC,D,01/13/2017,30,0,30,INSTALLED AND USED,30,111,17,"3,354",450,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-38,FIDLER,LACEY,NARCOTICS,WC,D,01/13/2017,30,0,30,INSTALLED AND USED,30,9,15,293,261,"4,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-39,FIDLER,LACEY,NARCOTICS,WC,D,01/13/2017,30,0,30,INSTALLED AND USED,30,9,15,293,126,"4,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-40,FIDLER,LACEY,NARCOTICS,"WC,TX",D,01/23/2017,30,0,30,INSTALLED AND USED,30,18,17,559,249,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-41,FIDLER,LACEY,NARCOTICS,WC,D,01/23/2017,30,0,30,INSTALLED AND USED,30,158,63,"4,756","3,389","30,000","12,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-42,FIDLER,LACEY,NARCOTICS,WC,D,01/24/2017,30,0,30,INSTALLED AND USED,30,53,103,"1,595",364,"60,000","6,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-43,FIDLER,LACEY,NARCOTICS,WC,D,12/29/2016,30,1,60,INSTALLED AND USED,60,88,44,"5,330",459,"55,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-44,FIDLER,LACEY,NARCOTICS,WC,D,02/02/2017,30,0,30,INSTALLED AND USED,25,0,0,0,0,"4,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-45,FIDLER,LACEY,NARCOTICS,WC,D,01/25/2017,30,0,30,INSTALLED AND USED,30,25,26,771,177,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-46,FIDLER,LACEY,NARCOTICS,WC,D,02/21/2017,30,0,30,INSTALLED AND USED,10,0,0,0,0,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-47,FIDLER,LACEY,NARCOTICS,WC,D,01/30/2017,30,0,30,INSTALLED AND USED,22,42,24,944,55,"27,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-48,FIDLER,LACEY,NARCOTICS,"WC,TX",D,02/03/2017,30,0,30,INSTALLED AND USED,30,255,31,"7,664",254,"29,519",750,5,0,0,0,0,4,,
CALIFORNIA,LOS ANGELES,2017-49,FIDLER,LACEY,NARCOTICS,"WC,TX",D,02/02/2017,30,0,30,INSTALLED AND USED,30,221,22,"6,630","1,744","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-50,FIDLER,LACEY,NARCOTICS,WC,D,01/04/2017,30,1,60,INSTALLED AND USED,30,175,93,"5,255",743,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-51,FIDLER,LACEY,NARCOTICS,WC,D,01/26/2017,30,0,30,INSTALLED AND USED,30,6,5,193,177,"4,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-52,FIDLER,LACEY,NARCOTICS,WC,D,01/26/2017,30,0,30,INSTALLED AND USED,30,209,105,"6,275","1,486","180,000","18,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-53,FIDLER,LACEY,NARCOTICS,WC,D,02/07/2017,30,0,30,INSTALLED AND USED,30,0,0,1,0,"4,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-54,FIDLER,LACEY,NARCOTICS,WC,D,02/07/2017,30,0,30,INSTALLED AND USED,30,121,39,"3,646",783,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-55,FIDLER,LACEY,NARCOTICS,WC,D,12/16/2016,30,2,90,INSTALLED AND USED,90,131,292,"11,845","2,215","20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-56,FIDLER,LACEY,NARCOTICS,"WC,TX",D,01/10/2017,30,1,60,INSTALLED AND USED,60,64,40,"3,878","1,009","31,000","15,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-57,FIDLER,LACEY,NARCOTICS,WC,D,12/16/2016,30,2,90,INSTALLED AND USED,90,31,169,"2,848",332,"63,274","4,800",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-58,FIDLER,LACEY,NARCOTICS,WC,D,12/16/2016,30,3,0,INSTALLED AND USED,90,31,169,"2,848",332,"63,274","4,800",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-59,FIDLER,LACEY,NARCOTICS,WC,D,11/15/2016,30,3,120,INSTALLED AND USED,120,122,199,"14,740","2,797","20,000","2,000",3,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-60,FIDLER,LACEY,NARCOTICS,WC,D,10/12/2016,30,2,90,INSTALLED AND USED,90,48,391,"4,394",230,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-61,FIDLER,LACEY,NARCOTICS,"WC,TX",D,02/13/2017,30,0,30,INSTALLED AND USED,62,1,4,62,2,"5,000","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-62,FIDLER,LACEY,NARCOTICS,WC,D,02/13/2017,30,0,30,INSTALLED AND USED,30,0,2,5,0,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-63,FIDLER,LACEY,NARCOTICS,WC,D,02/17/2017,30,0,30,INSTALLED AND USED,30,146,48,"4,402","1,258",0,0,0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-64,FIDLER,LACEY,NARCOTICS,WC,D,02/10/2017,30,0,30,INSTALLED AND USED,30,65,86,"1,976",648,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-65,FIDLER,LACEY,NARCOTICS,"WC,TX",D,02/14/2017,30,0,30,INSTALLED AND USED,30,99,54,"2,977","1,143","59,497","10,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-66,FIDLER,LACEY,NARCOTICS,WC,D,01/18/2017,30,1,60,INSTALLED AND USED,60,92,60,"5,556","1,331","40,000","4,000",2,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-67,FIDLER,LACEY,NARCOTICS,WC,D,11/21/2016,30,3,120,INSTALLED AND USED,120,113,383,"13,660","5,517","18,000","10,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-68,FIDLER,LACEY,NARCOTICS,WC,D,02/16/2017,30,0,30,INSTALLED AND USED,30,90,48,"2,720",182,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-69,FIDLER,LACEY,NARCOTICS,WC,D,02/22/2017,30,0,30,INSTALLED AND USED,30,53,3,"1,601",210,"20,000","2,000",3,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-70,FIDLER,LACEY,NARCOTICS,"WC,TX",D,02/24/2017,30,0,30,INSTALLED AND USED,30,184,34,"5,540","1,944","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-71,FIDLER,LACEY,NARCOTICS,WC,D,02/23/2017,30,0,30,INSTALLED AND USED,30,0,0,5,0,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-72,FIDLER,LACEY,NARCOTICS,WC,D,01/25/2017,30,1,60,INSTALLED AND USED,60,20,66,"1,203",175,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-73,FIDLER,LACEY,NARCOTICS,WC,D,01/24/2017,30,1,60,INSTALLED AND USED,60,57,88,"3,444",506,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-74,FIDLER,LACEY,NARCOTICS,WC,D,01/24/2017,30,1,60,INSTALLED AND USED,60,57,88,"3,444",506,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-75,FIDLER,LACEY,NARCOTICS,WC,D,12/09/2016,30,3,120,INSTALLED AND USED,120,89,213,"10,741","3,327","30,000","12,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-76,FIDLER,LACEY,NARCOTICS,WC,D,03/02/2017,30,0,30,INSTALLED AND USED,30,161,67,"4,842",237,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-77,FIDLER,LACEY,NARCOTICS,WC,D,03/02/2017,30,0,30,INSTALLED AND USED,30,100,59,"3,024",657,"27,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-78,FIDLER,LACEY,NARCOTICS,WC,D,01/07/2017,30,2,90,INSTALLED AND USED,90,37,88,"3,353",306,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-79,FIDLER,LACEY,NARCOTICS,WC,D,03/06/2017,30,0,30,INSTALLED AND USED,30,59,29,"1,785",190,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-80,FIDLER,LACEY,NARCOTICS,WC,D,02/07/2017,30,1,60,INSTALLED AND USED,60,165,80,"9,927",80,"40,000","4,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-81,FIDLER,LACEY,NARCOTICS,WC,D,03/02/2017,30,0,30,INSTALLED AND USED,30,250,61,"7,510","1,700","10,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-82,FIDLER,LACEY,NARCOTICS,WC,D,02/08/2017,30,0,30,INSTALLED AND USED,30,89,76,"2,672",546,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-83,FIDLER,LACEY,NARCOTICS,WC,D,01/12/2017,30,2,90,INSTALLED AND USED,90,53,25,"4,812",262,"66,000","6,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-84,FIDLER,LACEY,MURDER,"WC,TX",D,02/28/2017,30,1,60,INSTALLED AND USED,42,169,197,"7,109",47,"82,500","7,500",5,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-85,FIDLER,LACEY,NARCOTICS,WC,D,03/16/2017,30,0,30,INSTALLED AND USED,23,52,,"1,205",532,"31,700","1,700",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-86,FIDLER,LACEY,NARCOTICS,WC,D,03/15/2017,30,0,30,INSTALLED AND USED,30,8,12,260,33,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-87,FIDLER,LACEY,NARCOTICS,WC,D,03/15/2017,30,0,30,INSTALLED AND USED,30,25,79,771,35,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-88,FIDLER,LACEY,NARCOTICS,WC,D,03/16/2017,30,0,30,INSTALLED AND USED,30,8,20,251,92,"20,000","2,000",2,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-89,FIDLER,LACEY,NARCOTICS,WC,D,03/20/2017,30,0,30,INSTALLED AND USED,30,75,86,"2,260",110,"18,200",200,1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-90,FIDLER,LACEY,NARCOTICS,WC,D,03/21/2017,30,0,30,INSTALLED AND USED,30,11,28,354,354,"13,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-91,FIDLER,LACEY,NARCOTICS,"WC,TX",D,03/21/2017,30,0,30,INSTALLED AND USED,30,11,28,354,354,"13,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-92,FIDLER,LACEY,NARCOTICS,WC,D,03/23/2017,30,0,30,INSTALLED AND USED,30,50,82,"1,517",170,"29,400",775,0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-93,FIDLER,LACEY,NARCOTICS,WC,D,03/27/2017,30,0,30,INSTALLED AND USED,30,59,48,"1,774",469,"20,000","2,000",2,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-94,FIDLER,LACEY,NARCOTICS,"WC,TX",D,03/23/2017,30,0,30,INSTALLED AND USED,30,238,101,"7,152","2,275","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-95,FIDLER,LACEY,NARCOTICS,WC,D,03/28/2017,30,0,30,INSTALLED AND USED,30,7,37,239,56,"20,000","2,000",3,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-96,FIDLER,LACEY,NARCOTICS,WC,D,03/30/2017,30,0,30,INSTALLED AND USED,30,22,4,667,302,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-97,FIDLER,LACEY,NARCOTICS,WC,D,04/03/2017,30,0,30,INSTALLED AND USED,30,4,4,136,14,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-98,FIDLER,LACEY,NARCOTICS,WC,D,03/31/2017,30,0,30,INSTALLED AND USED,30,48,,"1,467",,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-99,FIDLER,LACEY,NARCOTICS,WC,D,04/06/2017,30,0,30,INSTALLED AND USED,27,1,2,29,4,"60,700","6,700",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-100,FIDLER,LACEY,NARCOTICS,WC,D,03/30/2017,30,0,30,INSTALLED AND USED,30,76,32,"2,292",816,"40,414","7,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-101,FIDLER,LACEY,MURDER,"WC,TX",D,04/20/2017,30,0,30,INSTALLED AND USED,14,740,89,"10,363",28,"82,500","7,500",5,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-102,FIDLER,LACEY,NARCOTICS,"WC,TX",D,04/07/2017,30,0,30,INSTALLED AND USED,30,159,52,"4,796","1,542","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-103,FIDLER,LACEY,MURDER,"WC,TX",D,04/20/2017,30,0,30,INSTALLED AND USED,31,362,258,"11,242",30,"82,500","7,500",5,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-104,FIDLER,LACEY,MURDER,"WC,TX",D,03/15/2017,30,1,60,INSTALLED AND USED,55,240,310,"13,240",74,"82,500","7,500",5,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-105,FIDLER,LACEY,NARCOTICS,WC,D,04/14/2017,30,0,30,INSTALLED AND USED,30,7,4,231,129,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-106,FIDLER,LACEY,NARCOTICS,WC,D,02/14/2017,30,2,90,INSTALLED AND USED,90,162,59,"14,639","2,312","46,500","22,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-107,FIDLER,LACEY,NARCOTICS,WC,D,03/15/2017,30,1,60,INSTALLED AND USED,60,15,7,928,379,"20,000","2,000",2,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-108,FIDLER,LACEY,NARCOTICS,WC,D,04/12/2017,30,0,30,INSTALLED AND USED,30,163,63,"4,918","1,332","43,084","15,000",3,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-109,FIDLER,LACEY,NARCOTICS,WC,D,04/19/2017,30,0,30,INSTALLED AND USED,30,1,8,35,7,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-110,FIDLER,LACEY,NARCOTICS,WC,D,04/20/2017,30,0,30,INSTALLED AND USED,30,3,6,113,23,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-111,FIDLER,LACEY,NARCOTICS,WC,D,03/27/2017,30,1,60,INSTALLED AND USED,60,44,222,"2,690",142,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-112,FIDLER,LACEY,NARCOTICS,"WC,TX",D,04/27/2017,30,0,30,INSTALLED AND USED,30,233,52,"6,997","1,186","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-113,FIDLER,LACEY,NARCOTICS,WC,D,04/26/2017,30,0,30,INSTALLED AND USED,30,303,36,"9,103","2,640","45,383","15,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-114,FIDLER,LACEY,NARCOTICS,WC,D,04/27/2017,30,0,30,INSTALLED AND USED,30,4,21,132,26,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-115,FIDLER,LACEY,NARCOTICS,WC,D,03/30/2017,30,1,60,INSTALLED AND USED,60,12,11,729,246,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-116,FIDLER,LACEY,NARCOTICS,WC,D,05/04/2017,30,0,30,INSTALLED AND USED,30,10,26,323,70,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-117,FIDLER,LACEY,NARCOTICS,WC,D,04/04/2017,30,1,60,INSTALLED AND USED,60,82,32,"4,969","1,369","21,000","5,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-118,FIDLER,LACEY,NARCOTICS,WC,D,04/04/2017,30,1,60,INSTALLED AND USED,60,62,27,"3,759","1,063","49,500","1,500",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-119,FIDLER,LACEY,NARCOTICS,WC,D,04/28/2017,30,0,30,INSTALLED AND USED,30,6,8,182,39,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-120,FIDLER,LACEY,NARCOTICS,WC,D,05/03/2017,30,0,30,INSTALLED AND USED,30,2,3,87,27,"20,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-121,FIDLER,LACEY,NARCOTICS,WC,D,05/09/2017,30,0,30,INSTALLED AND USED,30,319,97,"9,579","1,118","40,000","4,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-122,FIDLER,LACEY,NARCOTICS,WC,D,05/09/2017,30,0,30,INSTALLED AND USED,30,32,41,976,40,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-123,FIDLER,LACEY,NARCOTICS,WC,D,05/11/2017,30,0,30,INSTALLED AND USED,30,139,78,"4,182",434,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-124,FIDLER,LACEY,NARCOTICS,WC,D,02/27/2017,30,3,120,INSTALLED AND USED,120,80,69,"9,718","2,031","49,000","25,000",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-125,FIDLER,LACEY,NARCOTICS,WC,D,05/16/2017,30,0,30,INSTALLED AND USED,18,0,0,0,0,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-126,FIDLER,LACEY,NARCOTICS,"WC,TX",D,05/10/2017,30,0,30,INSTALLED AND USED,30,139,47,"4,188","1,808","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-127,FIDLER,LACEY,NARCOTICS,WC,D,05/09/2017,30,0,30,INSTALLED AND USED,30,127,82,"3,825","1,331","59,497","12,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-128,FIDLER,LACEY,NARCOTICS,WC,D,05/11/2017,30,0,30,INSTALLED AND USED,30,0,2,4,0,"45,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-129,FIDLER,LACEY,NARCOTICS,WC,D,05/28/2017,30,0,30,INSTALLED AND USED,14,87,45,"1,228",324,"28,849","1,700",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-130,FIDLER,LACEY,NARCOTICS,WC,D,05/16/2017,30,0,30,INSTALLED AND USED,30,47,84,"1,437",26,"20,000","2,000",2,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-131,FIDLER,LACEY,NARCOTICS,WC,D,04/07/2017,30,1,60,INSTALLED AND USED,60,10,11,619,202,"34,000","10,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-132,FIDLER,LACEY,NARCOTICS,WC,D,05/09/2017,30,0,30,INSTALLED AND USED,29,0,1,1,0,"50,500","2,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-133,FIDLER,LACEY,NARCOTICS,WC,D,05/23/2017,30,0,30,INSTALLED AND USED,30,117,87,"3,525",785,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-134,FIDLER,LACEY,NARCOTICS,WC,D,04/19/2017,30,1,60,INSTALLED AND USED,60,29,6,"1,748",584,"20,000","2,000",6,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-135,FIDLER,LACEY,NARCOTICS,"WC,TX",D,05/24/2017,30,0,30,INSTALLED AND USED,30,29,25,872,350,"31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-136,FIDLER,LACEY,MURDER,"WC,TX",D,04/10/2017,30,2,90,INSTALLED AND USED,79,146,3,"11,608",576,"606,694","27,694",5,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-137,FIDLER,LACEY,MURDER,"WC,TX",D,05/31/2017,30,0,30,INSTALLED AND USED,28,77,3,"2,161",187,"606,694","27,694",5,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-138,FIDLER,LACEY,NARCOTICS,WC,D,06/01/2017,30,0,30,INSTALLED AND USED,30,130,34,"3,920",179,"31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-139,FIDLER,LACEY,NARCOTICS,WC,D,05/26/2017,30,0,30,INSTALLED AND USED,30,161,107,"4,855","1,446","61,370","15,000",3,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-140,FIDLER,LACEY,NARCOTICS,WC,D,05/04/2017,30,2,90,INSTALLED AND USED,90,4,5,392,154,"20,000","2,000",2,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-141,FIDLER,LACEY,NARCOTICS,WC,D,06/01/2017,30,0,30,INSTALLED AND USED,30,345,86,"10,368","1,884","20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-142,FIDLER,LACEY,MURDER,"WC,TX",D,05/16/2017,30,1,60,INSTALLED AND USED,51,76,3,"3,911",167,"606,694","27,694",5,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-143,FIDLER,LACEY,NARCOTICS,WC,D,05/09/2017,30,1,60,INSTALLED AND USED,60,2,6,179,67,0,0,0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-144,FIDLER,LACEY,NARCOTICS,WC,D,04/11/2017,30,2,90,INSTALLED AND USED,90,51,24,"4,600","1,897","66,500","12,500",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-145,FIDLER,LACEY,MURDER,"WC,WS","D,H",05/11/2017,30,1,0,INSTALLED AND USED,60,231,413,"13,904","1,277","288,000","24,000",1,0,0,0,0,1,,
CALIFORNIA,LOS ANGELES,2017-146,FIDLER,LACEY,NARCOTICS,WC,D,06/09/2017,30,0,30,INSTALLED AND USED,30,249,74,"7,488","1,907","55,753","12,500",6,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-147,FIDLER,LACEY,NARCOTICS,"WC,TX",D,06/09/2017,30,0,30,INSTALLED AND USED,30,249,74,"7,488","1,907","55,753","12,500",6,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-148,FIDLER,LACEY,MURDER,WC,D,05/15/2017,30,1,60,INSTALLED AND USED,60,1,50,100,3,"20,200","4,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-149,FIDLER,LACEY,MURDER,WC,D,04/18/2017,30,2,90,INSTALLED AND USED,90,2,62,237,7,"15,600","6,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-150,FIDLER,LACEY,NARCOTICS,WC,D,06/16/2017,30,1,49,INSTALLED AND USED,30,93,28,"2,793","1,556","31,000","5,000",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-151,FIDLER,LACEY,NARCOTICS,WC,D,04/13/2017,30,2,90,INSTALLED AND USED,90,53,31,"4,816","1,252","67,500","7,500",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-152,FIDLER,LACEY,NARCOTICS,WC,D,03/22/2017,30,3,120,INSTALLED AND USED,120,35,35,"4,273","1,331",0,0,0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-153,FIDLER,LACEY,NARCOTICS,"WC,TX",D,06/29/2017,30,0,30,INSTALLED AND USED,22,21,37,482,7,"29,468",700,0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-154,FIDLER,LACEY,NARCOTICS,"WC,TX",D,05/23/2017,30,1,60,INSTALLED AND USED,60,47,41,"2,878",493,"60,938","3,400",1,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-155,FIDLER,LACEY,NARCOTICS,WC,D,05/20/2017,30,1,60,INSTALLED AND USED,60,117,131,"7,060","1,540","47,500","7,500",0,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-156,FIDLER,LACEY,NARCOTICS,WC,D,06/22/2017,30,0,30,INSTALLED AND USED,30,81,60,"2,438",798,"31,269","15,000",2,0,0,0,0,0,,
CALIFORNIA,LOS ANGELES,2017-157,FIDLER,LACEY,MURDER,WC,D,06/01/2017,30,1,60,INSTALLED AND USED,60,38,55,"2,306",252,"22,600","4,000",0,0,0,0,0,0,,
