Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
ARIZONA,2017-126,TUCHI,BLANCO,IMMIGRATION,"WC,TX",D,04/04/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
ARIZONA,2017-128,HUMETEWA,DOWNING,NARCOTICS,"WC,TX,EO",D,05/16/2016,30,7,240,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2017-129,HUMETEWA,DOWNING,NARCOTICS,"WC,TX,EO",D,11/03/2016,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2017-130,BURY,BLANCO,NARCOTICS,"WC,TX,EO",D,12/16/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2017-131,SNOW,,NARCOTICS,"WC,TX,EO",D,09/14/2016,30,3,120,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2017-132,HUMETEWA,,NARCOTICS,"WC,TX,EO",D,12/07/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2017-133,HUMETEWA,,NARCOTICS,"WC,TX,EO",D,11/03/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2017-134,ZAPATA,CALDWELL,NARCOTICS,"WC,TX",D,10/13/2016,30,3,120,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2017-138,BURY,BLANCO,DRUGS - ILLEGAL,"WC,OM,TX",D,04/25/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
ARIZONA,2017-139,BURY,~NA,DRUGS - ILLEGAL,"WC,OM,TX",D,02/06/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2015-41,WEBBER WRIGHT,,NARCOTICS,"WC,TX",D,02/10/2015,30,1,60,INSTALLED AND USED,58,4,48,268,156,"52,652","3,475",0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2016-42,WEBBER WRIGHT,,NARCOTICS,"WC,TX",D,02/11/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"75,770","1,250",0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2016-43,"MARSHALL, JR.",,NARCOTICS,WC,D,04/21/2016,30,0,30,INSTALLED AND USED,30,287,170,"8,635","1,092","34,370",625,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2016-44,"MARSHALL, JR.",,NARCOTICS,"WC,TX",D,05/31/2016,30,0,30,INSTALLED AND USED,13,19,13,253,79,"16,771",625,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2016-45,"MARSHALL, JR.",,NARCOTICS,WC,D,09/13/2016,30,0,30,INSTALLED AND USED,20,50,21,"1,014",169,"17,375",625,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2016-46,"MARSHALL, JR.",,NARCOTICS,"WC,TX",D,08/30/2016,30,0,30,INSTALLED AND USED,30,114,66,"3,439",68,"26,221",475,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2016-47,"MOODY, JR.",,NARCOTICS,"WC,TX",D,11/28/2016,30,0,30,INSTALLED AND USED,30,125,42,"3,763","1,785","7,767",500,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2017-8,WILSON,,CONSPIRACY,WC,D,12/13/2016,30,0,30,INSTALLED AND USED,30,32,5,982,13,"14,521",625,0,0,0,0,0,0,,RELATED TO NO. 2016-39
"ARKANSAS, EASTERN",2017-9,MILLER,,NARCOTICS,"WC,TX",D,01/26/2017,30,0,30,INSTALLED AND USED,23,113,215,"2,614",707,"37,885",625,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2017-10,"MARSHALL, JR.",,NARCOTICS,"WC,TX",D,12/23/2016,30,1,60,INSTALLED AND USED,60,76,71,"4,584","2,216","83,208","1,250",45,0,0,0,0,0,,
"ARKANSAS, EASTERN",2017-11,MILLER,,NARCOTICS,WC,D,02/15/2017,30,0,30,INSTALLED AND USED,12,16,34,197,106,"9,036",500,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2017-12,BAKER,,NARCOTICS,"WC,TX",D,02/17/2017,30,1,60,INSTALLED AND USED,34,97,30,"3,311",698,"63,692","1,250",23,0,0,0,0,0,,
"ARKANSAS, EASTERN",2017-13,"HOLMES, III",,NARCOTICS,"WC,TX",D,03/21/2017,30,0,30,INSTALLED AND USED,10,5,15,57,0,"16,493",625,0,0,0,0,0,0,,RELATED TO NO. 2017-12
"ARKANSAS, EASTERN",2017-14,BAKER,,NARCOTICS,"WC,TX",D,03/17/2017,30,0,30,INSTALLED AND USED,24,200,25,"4,818",250,"39,782","1,700",0,0,0,0,0,0,,RELATED TO NO. 2017-12
"ARKANSAS, EASTERN",2017-15,BAKER,,NARCOTICS,"WC,TX",D,03/15/2017,30,0,30,INSTALLED AND USED,30,105,15,"3,161",398,"48,229",625,0,0,0,0,0,0,,RELATED TO NO. 2017-12
"ARKANSAS, EASTERN",2017-16,HOLMES,,CONSPIRACY,WC,D,04/20/2017,30,0,30,INSTALLED AND USED,30,193,11,"5,816",218,"25,539",775,2,0,0,0,0,0,,
"ARKANSAS, EASTERN",2017-17,MILLER,,NARCOTICS,WC,D,05/03/2017,30,0,30,INSTALLED AND USED,28,7,42,214,111,"24,309",625,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2017-18,WRIGHT,,CONSPIRACY,WC,D,07/11/2017,30,0,30,INSTALLED AND USED,16,27,1,440,0,"2,569",475,0,0,0,0,0,0,,
"ARKANSAS, EASTERN",2017-19,HOLMES,,CONSPIRACY,WC,D,07/06/2017,30,0,30,INSTALLED AND USED,30,232,17,"6,960",855,"46,676",799,0,0,0,0,0,0,,RELATED TO NO. 2015-5
"ARKANSAS, EASTERN",2017-20,BAKER,BLANCO,CONSPIRACY,"WC,TX",D,04/11/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-21,MILLER,,CONSPIRACY,WC,D,05/08/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-22,MILLER,,CONSPIRACY,"WC,TX",D,01/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-23,MILLER,,CONSPIRACY,WC,D,02/15/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-24,"MOODY, JR.",HULSER,CONSPIRACY,WC,D,04/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-25,BAKER,,CONSPIRACY,"WC,TX",D,03/15/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-26,HOLMES,HULSER,DRUGS - ILLEGAL,"WC,TX",D,07/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-27,HOLMES,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,04/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-28,MILLER,,DRUGS - ILLEGAL,"WC,TX",D,09/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-29,BAKER,,CONSPIRACY,"WC,TX",D,03/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-30,MILLER,BLANCO,CONSPIRACY,"WC,TX",D,03/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-31,BAKER,BLANCO,CONSPIRACY,"WC,TX",D,03/21/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-32,BAKER,,CONSPIRACY,"WC,TX",D,09/05/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-33,HOLMES,,CONSPIRACY,"WC,TX",D,09/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-34,MILLER,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,10/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-35,"MARSHALL, JR.",,CONSPIRACY,"WC,TX",D,12/28/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-37,MILLER,HULSER,DRUGS - ILLEGAL,"WC,TX",D,09/01/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, EASTERN",2017-38,"MARSHALL, JR.",,CONSPIRACY,"WC,TX",D,12/28/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2016-26,"HOLMES, III",,NARCOTICS,"WC,TX",D,06/29/2016,30,0,30,INSTALLED AND USED,21,41,8,880,205,"26,075",625,0,0,0,0,0,0,,
"ARKANSAS, WESTERN",2016-27,BROOKS,,NARCOTICS,"WC,TX",D,10/26/2016,30,0,30,INSTALLED AND USED,30,42,16,"1,288",411,"29,013","3,400",0,0,0,0,0,0,,
"ARKANSAS, WESTERN",2017-3,"HOLMES, III",,CONSPIRACY,WC,D,04/06/2017,30,0,30,INSTALLED AND USED,30,319,23,"9,587",466,"36,185",775,0,0,0,0,0,0,,RELATED TO NO. 2016-22
"ARKANSAS, WESTERN",2017-4,HICKEY,,CONSPIRACY,WC,D,06/28/2017,30,0,30,INSTALLED AND USED,30,240,21,"7,219",78,"48,372",625,0,0,0,0,0,0,,
"ARKANSAS, WESTERN",2017-5,HICKEY,,CONSPIRACY,WC,D,08/01/2017,30,0,30,INSTALLED AND USED,29,145,23,"4,229",80,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-4,RELATED TO NO. 2017-4
"ARKANSAS, WESTERN",2017-6,HICKEY,,CONSPIRACY,WC,D,09/15/2017,30,0,30,INSTALLED AND USED,18,6,4,121,30,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-4,RELATED TO NO. 2017-4
"ARKANSAS, WESTERN",2017-7,BROOKS,,CONSPIRACY,WC,D,09/08/2017,30,1,60,INSTALLED AND USED,58,74,23,"4,310",252,"24,580",230,0,0,0,0,0,0,,
"ARKANSAS, WESTERN",2017-8,BROOKS,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,07/24/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-9,HICKEY,HULSER,DRUGS - ILLEGAL,WC,D,09/15/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-10,BROOKS,,DRUGS - ILLEGAL,"WC,TX",D,09/08/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-11,BROOKS,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,07/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-12,BROOKS,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,10/18/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-13,BROOKS,,DRUGS - ILLEGAL,"WC,TX",D,04/14/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-14,"HOLMES, III",SWARTZ,DRUGS - ILLEGAL,"WC,TX",D,04/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-15,"HOLMES, III",DOWNING,DRUGS - ILLEGAL,"WC,TX",D,05/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-16,HICKEY,,DRUGS - ILLEGAL,"WC,TX",D,08/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-17,BROOKS,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,08/08/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-18,HICKEY,HULSER,DRUGS - ILLEGAL,"WC,TX",D,06/28/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"ARKANSAS, WESTERN",2017-19,BROOKS,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,07/05/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2011-102,GUILFORD,,CONSPIRACY,WC,D,05/18/2011,30,3,120,INSTALLED AND USED,120,56,119,"6,838","1,774","394,429","28,712",130,0,0,0,0,70,,
"CALIFORNIA, CENTRAL",2012-145,CARTER,,NARCOTICS,WC,D,01/24/2012,30,0,30,INSTALLED AND USED,13,0,0,0,0,"21,638","1,300",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2012-146,CARNEY,,OTHER,WC,D,09/19/2011,30,4,150,INSTALLED AND USED,150,0,0,0,0,0,0,0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2012-147,KLAUSNER,,NARCOTICS,WC,D,04/24/2012,30,0,30,INSTALLED AND USED,29,0,0,0,0,"21,772",825,0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2012-148,CARNEY,,CONSPIRACY,WC,D,09/16/2011,30,6,210,INSTALLED AND USED,210,87,372,"18,428","9,462",0,0,0,0,0,0,0,0,RELATED TO NO. 2011-102,RELATED TO NO. 2011-102
"CALIFORNIA, CENTRAL",2012-149,CARTER,,CONSPIRACY,WC,D,04/11/2012,30,4,150,INSTALLED AND USED,150,59,253,"8,967","4,691",0,0,0,0,0,0,0,0,RELATED TO NO. 2011-102,RELATED TO NO. 2011-102
"CALIFORNIA, CENTRAL",2012-150,MORROW,,NARCOTICS,"WC,TX",D,11/08/2012,30,0,30,INSTALLED AND USED,29,0,0,0,0,"22,047","1,100",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2013-122,MORROW,,NARCOTICS,"WC,TX",D,02/08/2013,30,0,30,INSTALLED AND USED,29,0,0,0,0,"32,808","1,400",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2013-123,BERNAL,,OTHER,WC,D,08/14/2013,30,1,60,INSTALLED AND USED,60,88,58,"5,287",0,"92,448","5,136",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2013-124,FEESS,,NARCOTICS,WC,D,10/11/2013,30,1,60,INSTALLED AND USED,59,0,5,25,5,"66,368","2,100",2,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-251,COLLINS,,POSSESSION,WC,D,05/09/2014,30,0,30,INSTALLED AND USED,30,4,12,125,125,"12,841",625,2,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-252,O'CONNELL,,NARCOTICS,"WC,TX",D,05/30/2014,30,0,30,INSTALLED AND USED,29,353,327,"10,240","1,467","48,936","2,490",3,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-253,COLLINS,,NARCOTICS,TX,D,07/07/2014,30,0,30,INSTALLED AND USED,29,0,0,0,0,"28,551","2,500",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-254,KRONSTADT,,CONSPIRACY,WC,D,08/04/2014,30,0,30,INSTALLED AND USED,30,16,72,482,185,"12,995","1,600",0,0,0,0,0,0,,RELATED TO NO. 2014-251
"CALIFORNIA, CENTRAL",2014-255,WILSON,,CONSPIRACY,WC,D,08/07/2014,30,0,30,INSTALLED AND USED,30,7,27,222,0,"22,338",642,0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-256,O'CONNELL,,NARCOTICS,WC,D,08/21/2014,30,0,30,INSTALLED AND USED,29,81,40,"2,362",145,"63,288","2,325",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-257,REAL,,NARCOTICS,"WC,TX",D,10/01/2014,30,0,30,INSTALLED AND USED,29,164,67,"4,780",330,"27,783","1,600",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-258,KRONSTADT,,CONSPIRACY,WC,D,09/11/2014,30,1,60,INSTALLED AND USED,60,189,113,"11,396",0,"144,454","7,320",4,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-259,FITZGERALD,,NARCOTICS,TX,D,09/19/2014,30,1,60,INSTALLED AND USED,58,0,0,0,0,"70,211","5,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2014-260,FITZGERALD,,NARCOTICS,TX,D,10/31/2014,30,0,30,INSTALLED AND USED,29,94,64,"2,729",906,"38,018","2,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2015-251,GUTIERREZ,,CONSPIRACY,WC,D,12/22/2014,30,1,60,INSTALLED AND USED,60,0,0,0,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2014-258,RELATED TO NO. 2014-258
"CALIFORNIA, CENTRAL",2015-252,KRONSTADT,,CONSPIRACY,WC,D,04/20/2015,30,0,30,INSTALLED AND USED,30,0,0,0,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2014-258,RELATED TO NO. 2014-258
"CALIFORNIA, CENTRAL",2015-253,OCONNELL,,CONSPIRACY,WC,D,08/12/2015,30,0,30,INSTALLED AND USED,29,3,12,101,0,"13,394","1,600",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2015-254,MORROW,,NARCOTICS,"WC,TX",D,06/25/2015,30,1,60,INSTALLED AND USED,58,0,0,0,0,"93,056","3,900",0,0,0,0,0,0,,RELATED TO NO. 2015-119
"CALIFORNIA, CENTRAL",2015-255,MORROW,,NARCOTICS,WC,D,10/01/2015,30,0,30,INSTALLED AND USED,30,0,0,0,0,"27,889","1,700",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2015-256,REAL,,NARCOTICS,TX,D,10/15/2015,30,0,30,INSTALLED AND USED,29,2023,74,"58,668","20,275","40,787","1,504",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2015-257,PREGERSON,,NARCOTICS,EO,D,11/16/2015,30,0,30,INSTALLED AND USED,29,4542,180,"131,738","47,912","118,917","3,008",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-243,GUTIERREZ,,NARCOTICS,TX,D,01/21/2016,30,1,60,INSTALLED AND USED,45,511,44,"23,021",711,"59,971","5,000",0,0,0,0,0,0,RELATED TO NO. 2017-69,
"CALIFORNIA, CENTRAL",2016-244,PREGERSON,,NARCOTICS,WC,D,05/13/2015,30,6,210,INSTALLED AND USED,210,17,20,"3,736",630,0,0,0,0,0,0,0,0,RELATED TO NO. 2014-258,RELATED TO NO. 2014-258
"CALIFORNIA, CENTRAL",2016-245,FISCHER,,NARCOTICS,EO,D,02/26/2016,30,1,60,INSTALLED AND USED,58,43,26,"2,550","1,069","68,207","6,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-246,SNYDER,,NARCOTICS,TX,D,03/23/2016,30,0,30,INSTALLED AND USED,29,257,36,"7,478","1,804","27,954","1,765",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-247,ANDERSON,,NARCOTICS,WC,D,04/28/2016,30,0,30,INSTALLED AND USED,8,3,2,28,0,"56,532","11,046",1,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-248,SNYDER,,NARCOTICS,TX,D,05/09/2016,30,0,30,INSTALLED AND USED,29,30,10,888,216,"20,000","2,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-249,GUTIERREZ,,NARCOTICS,TX,D,03/18/2016,30,1,60,INSTALLED AND USED,58,225,42,"13,059","1,206","119,941","10,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-250,ANDERSON,,USURY,WC,D,05/09/2016,30,1,60,INSTALLED AND USED,60,30,45,"1,825",5,"103,534","11,046",0,0,0,0,0,0,,RELATED TO NO. 2016-247
"CALIFORNIA, CENTRAL",2016-251,OTERO,,NARCOTICS,WC,D,05/17/2016,30,1,60,INSTALLED AND USED,58,181,171,"10,531","1,300","83,344","1,400",1,0,0,0,0,1,,
"CALIFORNIA, CENTRAL",2016-252,OLGUIN,,NARCOTICS,TX,D,01/26/2016,30,4,150,INSTALLED AND USED,132,0,0,0,0,"116,210","6,000",1,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-253,FISCHER,,NARCOTICS,TX,D,07/29/2016,30,0,30,INSTALLED AND USED,30,29,14,875,340,"3,000","3,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-254,KLAUSNER,,NARCOTICS,"WC,TX",D,08/04/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"53,051",0,0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-255,SNYDER,,NARCOTICS,TX,D,07/08/2016,30,1,60,INSTALLED AND USED,60,673,192,"40,400","9,688","84,392","6,538",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-256,SNYDER,,NARCOTICS,TX,D,05/13/2016,30,2,90,INSTALLED AND USED,90,117,92,"10,617","2,958","87,630","7,091",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-257,WILSON,,NARCOTICS,WC,D,09/01/2016,30,0,30,INSTALLED AND USED,15,0,0,0,0,"18,710","1,400",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-258,OTERO,,NARCOTICS,TX,D,08/23/2016,30,0,30,INSTALLED AND USED,30,271,12,"8,156","2,032","15,055","1,013",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-259,GEE,,NARCOTICS,TX,D,07/18/2016,30,1,60,INSTALLED AND USED,60,627,122,"37,677","27,341","71,303","5,786",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-260,KLAUSNER,,NARCOTICS,TX,D,08/25/2016,30,0,30,INSTALLED AND USED,30,2099,64,"62,997","17,569","27,427","1,013",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-261,GUTIERREZ,,NARCOTICS,TX,D,07/20/2016,30,1,60,INSTALLED AND USED,50,61,66,"3,082",740,"119,941","10,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-262,"BIROTTE, JR.",,NARCOTICS,WC,D,09/29/2016,30,0,30,INSTALLED AND USED,15,10,101,160,15,"16,743","3,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-263,KRONSTADT,,NARCOTICS,TX,D,07/12/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"60,000","5,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-264,KRONSTADT,,NARCOTICS,TX,D,09/19/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"57,500","2,500",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-265,OTERO,,NARCOTICS,TX,D,07/15/2016,30,2,90,INSTALLED AND USED,82,1018,41,"83,543","30,362","45,165","3,039",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-266,SNYDER,,NARCOTICS,TX,D,10/12/2016,30,0,30,INSTALLED AND USED,30,422,115,"12,679","3,928","87,501","12,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-267,SNYDER,,NARCOTICS,TX,D,08/22/2016,30,1,60,INSTALLED AND USED,60,42,37,"2,540",969,"66,797","8,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-268,GEE,,NARCOTICS,TX,D,08/25/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"76,546","2,026",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-269,WALTER,,NARCOTICS,"WC,TX",D,11/01/2016,30,0,30,INSTALLED AND USED,29,338,188,"9,825","2,617","24,876","1,600",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-270,PHILLIPS,,NARCOTICS,"WC,TX",D,09/23/2016,30,1,60,INSTALLED AND USED,60,147,70,"8,865","3,198","102,962","1,400",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-271,OLGUIN,,NARCOTICS,TX,D,11/03/2016,30,0,30,INSTALLED AND USED,30,34,15,"1,027",267,"27,547","3,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-272,GUTIERREZ,,NARCOTICS,TX,D,09/16/2016,30,1,60,INSTALLED AND USED,60,31,19,"1,877",346,"89,956","7,500",1,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-273,GUTIERREZ,,NARCOTICS,TX,D,11/10/2016,30,0,30,INSTALLED AND USED,30,63,30,"1,903",512,"56,970","2,000",2,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-274,GUTIERREZ,,NARCOTICS,TX,D,05/11/2016,30,2,90,INSTALLED AND USED,90,14,32,"1,330",326,"89,956","7,500",1,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-275,OLGUIN,,NARCOTICS,TX,D,09/22/2016,30,1,60,INSTALLED AND USED,60,255,83,"15,349","11,624","75,410","3,269",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2016-344,GEE,HULSER,NARCOTICS,TX,D,10/18/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2016-348,GEE,HULSER,NARCOTICS,TX,D,10/18/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2016-353,CARTER,~NA,DRUGS - ILLEGAL,"WC,TX",D,11/07/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"CALIFORNIA, CENTRAL",2017-61,O'CONNELL,,NARCOTICS,TX,D,12/19/2016,30,0,30,INSTALLED AND USED,30,256,92,"7,706","2,145","60,766","2,256",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2017-62,KLAUSNER,,NARCOTICS,TX,D,10/04/2016,30,2,90,INSTALLED AND USED,90,255,169,"22,990","6,296","140,589","9,807",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2017-63,SNYDER,,NARCOTICS,TX,D,11/03/2016,30,1,60,INSTALLED AND USED,60,66,74,"4,000","1,160","78,280","3,760",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2017-64,GEE,,NARCOTICS,TX,D,12/20/2016,30,0,30,INSTALLED AND USED,30,175,6,"5,278","1,446","28,452","2,026",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2017-65,KLAUSNER,,NARCOTICS,TX,D,11/08/2016,30,1,60,INSTALLED AND USED,58,0,0,0,0,"55,131","4,000",0,0,0,0,0,0,,
"CALIFORNIA, CENTRAL",2017-66,KRONSTADT,DOWNING,NARCOTICS,AP,D,12/28/2016,30,0,30,INSTALLED AND USED,30,38,16,"1,166",759,,,,,,,,,RELATED TO NO. 2017-67,
"CALIFORNIA, CENTRAL",2017-67,KRONSTADT,DOWNING,NARCOTICS,AP,D,12/28/2016,30,0,30,INSTALLED AND USED,30,3,3,111,89,"92,929","36,889",,,,,,,,
