,Jurisdiction,A.O. Number,Judge,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,year,month
233,"CALIFORNIA, CENTRAL",2014-258,KRONSTADT,CONSPIRACY,WC,D,2014-09-11,30.0,1.0,60.0,INSTALLED AND USED,60.0,189.0,113,"11,396",0,144454,"7,320",4.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,9.0
234,"CALIFORNIA, CENTRAL",2014-259,FITZGERALD,NARCOTICS,TX,D,2014-09-19,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,70211,"5,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,9.0
235,"CALIFORNIA, CENTRAL",2014-260,FITZGERALD,NARCOTICS,TX,D,2014-10-31,30.0,0.0,30.0,INSTALLED AND USED,29.0,94.0,64,"2,729",906,38018,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,10.0
236,"CALIFORNIA, CENTRAL",2015-251,GUTIERREZ,CONSPIRACY,WC,D,2014-12-22,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-258,RELATED TO NO. 2014-258,2014.0,12.0
237,"CALIFORNIA, CENTRAL",2015-252,KRONSTADT,CONSPIRACY,WC,D,2015-04-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-258,RELATED TO NO. 2014-258,2015.0,4.0
238,"CALIFORNIA, CENTRAL",2015-253,OCONNELL,CONSPIRACY,WC,D,2015-08-12,30.0,0.0,30.0,INSTALLED AND USED,29.0,3.0,12,101,0,13394,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,8.0
239,"CALIFORNIA, CENTRAL",2015-254,MORROW,NARCOTICS,"WC,TX",D,2015-06-25,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,93056,"3,900",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-119,2015.0,6.0
240,"CALIFORNIA, CENTRAL",2015-255,MORROW,NARCOTICS,WC,D,2015-10-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,27889,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,10.0
241,"CALIFORNIA, CENTRAL",2015-256,REAL,NARCOTICS,TX,D,2015-10-15,30.0,0.0,30.0,INSTALLED AND USED,29.0,2023.0,74,"58,668","20,275",40787,"1,504",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,10.0
242,"CALIFORNIA, CENTRAL",2015-257,PREGERSON,NARCOTICS,EO,D,2015-11-16,30.0,0.0,30.0,INSTALLED AND USED,29.0,4542.0,180,"131,738","47,912",118917,"3,008",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,11.0
243,"CALIFORNIA, CENTRAL",2016-243,GUTIERREZ,NARCOTICS,TX,D,2016-01-21,30.0,1.0,60.0,INSTALLED AND USED,45.0,511.0,44,"23,021",711,59971,"5,000",0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-69,,2016.0,1.0
244,"CALIFORNIA, CENTRAL",2016-244,PREGERSON,NARCOTICS,WC,D,2015-05-13,30.0,6.0,210.0,INSTALLED AND USED,210.0,17.0,20,"3,736",630,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-258,RELATED TO NO. 2014-258,2015.0,5.0
245,"CALIFORNIA, CENTRAL",2016-245,FISCHER,NARCOTICS,EO,D,2016-02-26,30.0,1.0,60.0,INSTALLED AND USED,58.0,43.0,26,"2,550","1,069",68207,"6,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,2.0
246,"CALIFORNIA, CENTRAL",2016-246,SNYDER,NARCOTICS,TX,D,2016-03-23,30.0,0.0,30.0,INSTALLED AND USED,29.0,257.0,36,"7,478","1,804",27954,"1,765",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,3.0
247,"CALIFORNIA, CENTRAL",2016-247,ANDERSON,NARCOTICS,WC,D,2016-04-28,30.0,0.0,30.0,INSTALLED AND USED,8.0,3.0,2,28,0,56532,"11,046",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,4.0
248,"CALIFORNIA, CENTRAL",2016-248,SNYDER,NARCOTICS,TX,D,2016-05-09,30.0,0.0,30.0,INSTALLED AND USED,29.0,30.0,10,888,216,20000,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
249,"CALIFORNIA, CENTRAL",2016-249,GUTIERREZ,NARCOTICS,TX,D,2016-03-18,30.0,1.0,60.0,INSTALLED AND USED,58.0,225.0,42,"13,059","1,206",119941,"10,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,3.0
250,"CALIFORNIA, CENTRAL",2016-250,ANDERSON,USURY,WC,D,2016-05-09,30.0,1.0,60.0,INSTALLED AND USED,60.0,30.0,45,"1,825",5,103534,"11,046",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-247,2016.0,5.0
251,"CALIFORNIA, CENTRAL",2016-251,OTERO,NARCOTICS,WC,D,2016-05-17,30.0,1.0,60.0,INSTALLED AND USED,58.0,181.0,171,"10,531","1,300",83344,"1,400",1.0,0.0,0.0,0.0,0.0,1.0,,,2016.0,5.0
252,"CALIFORNIA, CENTRAL",2016-252,OLGUIN,NARCOTICS,TX,D,2016-01-26,30.0,4.0,150.0,INSTALLED AND USED,132.0,0.0,0,0,0,116210,"6,000",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,1.0
253,"CALIFORNIA, CENTRAL",2016-253,FISCHER,NARCOTICS,TX,D,2016-07-29,30.0,0.0,30.0,INSTALLED AND USED,30.0,29.0,14,875,340,3000,"3,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
254,"CALIFORNIA, CENTRAL",2016-254,KLAUSNER,NARCOTICS,"WC,TX",D,2016-08-04,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,53051,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
255,"CALIFORNIA, CENTRAL",2016-255,SNYDER,NARCOTICS,TX,D,2016-07-08,30.0,1.0,60.0,INSTALLED AND USED,60.0,673.0,192,"40,400","9,688",84392,"6,538",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
256,"CALIFORNIA, CENTRAL",2016-256,SNYDER,NARCOTICS,TX,D,2016-05-13,30.0,2.0,90.0,INSTALLED AND USED,90.0,117.0,92,"10,617","2,958",87630,"7,091",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
257,"CALIFORNIA, CENTRAL",2016-257,WILSON,NARCOTICS,WC,D,2016-09-01,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,0,0,0,18710,"1,400",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
258,"CALIFORNIA, CENTRAL",2016-258,OTERO,NARCOTICS,TX,D,2016-08-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,271.0,12,"8,156","2,032",15055,"1,013",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
259,"CALIFORNIA, CENTRAL",2016-259,GEE,NARCOTICS,TX,D,2016-07-18,30.0,1.0,60.0,INSTALLED AND USED,60.0,627.0,122,"37,677","27,341",71303,"5,786",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
260,"CALIFORNIA, CENTRAL",2016-260,KLAUSNER,NARCOTICS,TX,D,2016-08-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,2099.0,64,"62,997","17,569",27427,"1,013",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
261,"CALIFORNIA, CENTRAL",2016-261,GUTIERREZ,NARCOTICS,TX,D,2016-07-20,30.0,1.0,60.0,INSTALLED AND USED,50.0,61.0,66,"3,082",740,119941,"10,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
262,"CALIFORNIA, CENTRAL",2016-262,"BIROTTE, JR.",NARCOTICS,WC,D,2016-09-29,30.0,0.0,30.0,INSTALLED AND USED,15.0,10.0,101,160,15,16743,"3,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
263,"CALIFORNIA, CENTRAL",2016-263,KRONSTADT,NARCOTICS,TX,D,2016-07-12,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,60000,"5,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
264,"CALIFORNIA, CENTRAL",2016-264,KRONSTADT,NARCOTICS,TX,D,2016-09-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,57500,"2,500",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
265,"CALIFORNIA, CENTRAL",2016-265,OTERO,NARCOTICS,TX,D,2016-07-15,30.0,2.0,90.0,INSTALLED AND USED,82.0,1018.0,41,"83,543","30,362",45165,"3,039",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
266,"CALIFORNIA, CENTRAL",2016-266,SNYDER,NARCOTICS,TX,D,2016-10-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,422.0,115,"12,679","3,928",87501,"12,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
267,"CALIFORNIA, CENTRAL",2016-267,SNYDER,NARCOTICS,TX,D,2016-08-22,30.0,1.0,60.0,INSTALLED AND USED,60.0,42.0,37,"2,540",969,66797,"8,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
268,"CALIFORNIA, CENTRAL",2016-268,GEE,NARCOTICS,TX,D,2016-08-25,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,76546,"2,026",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
269,"CALIFORNIA, CENTRAL",2016-269,WALTER,NARCOTICS,"WC,TX",D,2016-11-01,30.0,0.0,30.0,INSTALLED AND USED,29.0,338.0,188,"9,825","2,617",24876,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
270,"CALIFORNIA, CENTRAL",2016-270,PHILLIPS,NARCOTICS,"WC,TX",D,2016-09-23,30.0,1.0,60.0,INSTALLED AND USED,60.0,147.0,70,"8,865","3,198",102962,"1,400",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
271,"CALIFORNIA, CENTRAL",2016-271,OLGUIN,NARCOTICS,TX,D,2016-11-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,34.0,15,"1,027",267,27547,"3,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
272,"CALIFORNIA, CENTRAL",2016-272,GUTIERREZ,NARCOTICS,TX,D,2016-09-16,30.0,1.0,60.0,INSTALLED AND USED,60.0,31.0,19,"1,877",346,89956,"7,500",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
273,"CALIFORNIA, CENTRAL",2016-273,GUTIERREZ,NARCOTICS,TX,D,2016-11-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,63.0,30,"1,903",512,56970,"2,000",2.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
274,"CALIFORNIA, CENTRAL",2016-274,GUTIERREZ,NARCOTICS,TX,D,2016-05-11,30.0,2.0,90.0,INSTALLED AND USED,90.0,14.0,32,"1,330",326,89956,"7,500",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
275,"CALIFORNIA, CENTRAL",2016-275,OLGUIN,NARCOTICS,TX,D,2016-09-22,30.0,1.0,60.0,INSTALLED AND USED,60.0,255.0,83,"15,349","11,624",75410,"3,269",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
279,"CALIFORNIA, CENTRAL",2017-61,O'CONNELL,NARCOTICS,TX,D,2016-12-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,256.0,92,"7,706","2,145",60766,"2,256",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
280,"CALIFORNIA, CENTRAL",2017-62,KLAUSNER,NARCOTICS,TX,D,2016-10-04,30.0,2.0,90.0,INSTALLED AND USED,90.0,255.0,169,"22,990","6,296",140589,"9,807",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
281,"CALIFORNIA, CENTRAL",2017-63,SNYDER,NARCOTICS,TX,D,2016-11-03,30.0,1.0,60.0,INSTALLED AND USED,60.0,66.0,74,"4,000","1,160",78280,"3,760",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
282,"CALIFORNIA, CENTRAL",2017-64,GEE,NARCOTICS,TX,D,2016-12-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,175.0,6,"5,278","1,446",28452,"2,026",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
283,"CALIFORNIA, CENTRAL",2017-65,KLAUSNER,NARCOTICS,TX,D,2016-11-08,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,55131,"4,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
284,"CALIFORNIA, CENTRAL",2017-66,KRONSTADT,NARCOTICS,AP,D,2016-12-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,38.0,16,"1,166",759,,,,,,,,,RELATED TO NO. 2017-67,,2016.0,12.0
285,"CALIFORNIA, CENTRAL",2017-67,KRONSTADT,NARCOTICS,AP,D,2016-12-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,3,111,89,92929,"36,889",,,,,,,,,2016.0,12.0
286,"CALIFORNIA, CENTRAL",2017-68,OLGUIN,NARCOTICS,TX,D,2016-11-15,30.0,1.0,60.0,INSTALLED AND USED,60.0,1940.0,180,"116,434","37,724",75666,"4,021",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
287,"CALIFORNIA, CENTRAL",2017-69,GUTIERREZ,NARCOTICS,TX,D,2017-02-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,92.0,29,"2,774",999,117741,"7,800",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
288,"CALIFORNIA, CENTRAL",2017-70,ONTERO,NARCOTICS,"WC,TX",D,2017-03-07,30.0,0.0,30.0,INSTALLED AND USED,15.0,91.0,54,"1,377",124,15884,"1,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-73,2017.0,3.0
289,"CALIFORNIA, CENTRAL",2017-71,KLAUSNER,NARCOTICS,TX,D,2017-01-04,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,32000,"3,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
290,"CALIFORNIA, CENTRAL",2017-72,ANDERSON,NARCOTICS,"WC,TX",D,2017-02-09,30.0,1.0,60.0,INSTALLED AND USED,60.0,126.0,178,"7,604","1,268",57537,"3,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
291,"CALIFORNIA, CENTRAL",2017-73,KLAUSNER,NARCOTICS,"WC,TX",D,2017-01-03,30.0,1.0,60.0,INSTALLED AND USED,60.0,52.0,180,"3,153",226,60572,"3,000",2.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
292,"CALIFORNIA, CENTRAL",2017-74,OLGUIN,NARCOTICS,TX,D,2017-01-23,30.0,1.0,60.0,INSTALLED AND USED,60.0,3797.0,112,"227,860","63,495",88337,"5,525",1.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
293,"CALIFORNIA, CENTRAL",2017-75,REAL,BRIBERY,WC,B,2017-02-28,30.0,1.0,60.0,INSTALLED AND USED,60.0,18.0,155,"1,088",150,48271,"3,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
294,"CALIFORNIA, CENTRAL",2017-76,GEE,RACKETEERING,WC,D,2017-03-31,30.0,0.0,30.0,INSTALLED AND USED,30.0,57.0,58,"1,715",35,46336,0,10.0,0.0,0.0,0.0,0.0,2.0,,,2017.0,3.0
295,"CALIFORNIA, CENTRAL",2017-77,SNYDER,NARCOTICS,TX,D,2017-04-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,141.0,43,"4,248","1,525",39260,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
296,"CALIFORNIA, CENTRAL",2017-78,WILSON,NARCOTICS,WC,D,2017-04-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,86.0,75,"2,580",24,159305,300,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
297,"CALIFORNIA, CENTRAL",2017-79,OLGUIN,NARCOTICS,TX,D,2017-04-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,10,308,144,19800,"3,000",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-80,2017.0,4.0
298,"CALIFORNIA, CENTRAL",2017-80,OLGUIN,NARCOTICS,TX,D,2017-02-22,30.0,1.0,60.0,INSTALLED AND USED,60.0,59.0,22,"3,540",792,36600,"3,000",2.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
299,"CALIFORNIA, CENTRAL",2017-81,WRIGHT,NARCOTICS,WC,D,2017-05-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,68454,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
300,"CALIFORNIA, CENTRAL",2017-82,SNYDER,NARCOTICS,TX,D,2017-05-31,30.0,0.0,30.0,INSTALLED AND USED,30.0,230.0,45,"6,924","3,338",39260,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
301,"CALIFORNIA, CENTRAL",2017-83,"WRIGHT, II",NARCOTICS,WC,D,2017-06-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,7,34,17,30286,"1,500",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
302,"CALIFORNIA, CENTRAL",2017-84,"WRIGHT, II",NARCOTICS,"WC,TX",D,2017-05-17,30.0,1.0,60.0,INSTALLED AND USED,60.0,418.0,112,"25,082","5,833",91405,"3,400",3.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
303,"CALIFORNIA, CENTRAL",2017-85,OLGUIN,NARCOTICS,"WC,TX",D,2017-05-26,30.0,1.0,60.0,INSTALLED AND USED,60.0,169.0,263,"10,199","1,362",60792,"3,400",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
304,"CALIFORNIA, CENTRAL",2017-86,OLGUIN,NARCOTICS,"WC,TX",D,2017-07-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,66.0,170,"2,003",511,29964,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,7.0
305,"CALIFORNIA, CENTRAL",2017-88,WILSON,NARCOTICS,OM,B,2017-07-20,30.0,1.0,60.0,INSTALLED AND USED,60.0,10.0,27,615,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-78,RELATED TO NO. 2017-78,2017.0,7.0
306,"CALIFORNIA, CENTRAL",2017-90,GUILFORD,RACKETEERING,WC,D,2017-09-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,18,221,0,48332,"2,025",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,9.0
307,"CALIFORNIA, CENTRAL",2017-91,WILSON,NARCOTICS,"OM,OO",B,2017-07-20,30.0,1.0,60.0,INSTALLED AND USED,60.0,8.0,22,532,44,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-78,RELATED TO NO. 2017-78,2017.0,7.0
308,"CALIFORNIA, CENTRAL",2017-93,CARNEY,RACKETEERING,WC,D,2017-10-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,31.0,140,940,0,46192,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,10.0
391,"CALIFORNIA, EASTERN",2015-73,ISHII,NARCOTICS,WC,D,2015-02-06,30.0,0.0,30.0,INSTALLED AND USED,29.0,1.0,7,38,11,23671,643,0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,2.0
392,"CALIFORNIA, EASTERN",2016-54,MUELLER,NARCOTICS,"WC,TX",D,2016-07-05,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,22091,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
393,"CALIFORNIA, EASTERN",2016-55,MUELLER,NARCOTICS,"WC,TX",D,2016-07-19,30.0,0.0,30.0,INSTALLED AND USED,20.0,0.0,0,0,0,21587,450,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
394,"CALIFORNIA, EASTERN",2016-56,MENDEZ,NARCOTICS,WC,D,2016-09-16,30.0,0.0,30.0,INSTALLED AND USED,15.0,22.0,40,337,80,16403,"1,550",2.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
395,"CALIFORNIA, EASTERN",2016-57,DROZD,NARCOTICS,"WC,TX",D,2016-09-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,101.0,164,"3,049",317,45357,"2,225",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
396,"CALIFORNIA, EASTERN",2016-58,O'NEILL,NARCOTICS,WC,D,2016-09-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,21.0,70,636,40,40700,"2,600",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
397,"CALIFORNIA, EASTERN",2016-59,MUELLER,NARCOTICS,"WC,TX",D,2016-08-10,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,52697,"1,550",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
398,"CALIFORNIA, EASTERN",2016-60,O'NEILL,NARCOTICS,"WC,TX",D,2016-10-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,53.0,54,"1,604",169,24964,"2,250",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
399,"CALIFORNIA, EASTERN",2017-9,MUELLER,NARCOTICS,"WC,TX",D,2017-01-09,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,20633,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
400,"CALIFORNIA, EASTERN",2017-10,DROZD,FIREARMS,WC,D,2017-01-17,30.0,1.0,60.0,INSTALLED AND USED,48.0,44.0,122,"2,138",0,2320,"2,320",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
401,"CALIFORNIA, EASTERN",2017-11,MUELLER,NARCOTICS,"WC,TX",D,2016-12-01,30.0,2.0,90.0,INSTALLED AND USED,90.0,0.0,0,0,0,42901,"1,929",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
402,"CALIFORNIA, EASTERN",2017-12,DROZD,NARCOTICS,"WC,TX",D,2017-02-22,30.0,0.0,30.0,INSTALLED AND USED,30.0,611.0,396,"18,332","3,117",38860,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
403,"CALIFORNIA, EASTERN",2017-13,MENDEZ,NARCOTICS,"WC,TX",D,2017-03-27,30.0,0.0,30.0,INSTALLED AND USED,12.0,62.0,26,751,214,9889,625,1.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
404,"CALIFORNIA, EASTERN",2017-14,MENDEZ,NARCOTICS,WC,D,2017-03-29,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,49,270,31,23785,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
405,"CALIFORNIA, EASTERN",2017-15,ISHII,NARCOTICS,"WC,TX",D,2017-06-09,30.0,0.0,30.0,INSTALLED AND USED,29.0,85.0,121,"2,478",664,26765,625,13.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
406,"CALIFORNIA, EASTERN",2017-16,NUNLEY,NARCOTICS,WC,D,2017-06-07,30.0,1.0,60.0,INSTALLED AND USED,60.0,143.0,233,"8,619",0,474358,"14,744",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
407,"CALIFORNIA, EASTERN",2017-17,NUNLEY,NARCOTICS,WC,D,2017-08-11,30.0,0.0,30.0,INSTALLED AND USED,29.0,13.0,41,403,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16,2017.0,8.0
408,"CALIFORNIA, EASTERN",2017-18,DROZD,FIREARMS,WC,D,2017-09-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,526.0,70,"15,800","7,490",170897,"5,046",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,9.0
409,"CALIFORNIA, EASTERN",2017-19,NUNLEY,NARCOTICS,WC,D,2017-07-21,30.0,2.0,90.0,INSTALLED AND USED,90.0,76.0,284,"6,858",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16,2017.0,7.0
410,"CALIFORNIA, EASTERN",2017-20,NUNLEY,NARCOTICS,WC,D,2017-10-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,43.0,45,"1,293",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16,2017.0,10.0
411,"CALIFORNIA, EASTERN",2017-21,NUNLEY,NARCOTICS,WC,D,2017-10-26,30.0,0.0,30.0,INSTALLED AND USED,25.0,37.0,56,927,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16,2017.0,10.0
412,"CALIFORNIA, EASTERN",2017-22,NUNLEY,NARCOTICS,WC,D,2017-11-02,30.0,0.0,30.0,INSTALLED AND USED,18.0,17.0,19,320,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16,2017.0,11.0
413,"CALIFORNIA, NORTHERN",2014-16,SEEBORG,NARCOTICS,WC,D,2014-01-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,29.0,39,883,222,26393,"3,500",0.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,1.0
414,"CALIFORNIA, NORTHERN",2015-37,CHEN,NARCOTICS,"WC,TX",D,2015-02-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,121,916,382,23856,"1,700",2.0,1.0,0.0,0.0,0.0,1.0,,,2015.0,2.0
415,"CALIFORNIA, NORTHERN",2015-38,HAMILTON,NARCOTICS,"WC,TX",D,2015-06-10,30.0,0.0,30.0,INSTALLED AND USED,29.0,29.0,150,845,205,25628,"2,600",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-34,2015.0,6.0
416,"CALIFORNIA, NORTHERN",2015-39,DAVILA,NARCOTICS,"WC,TX",D,2015-06-26,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,10885,"1,284",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-52,2015.0,6.0
417,"CALIFORNIA, NORTHERN",2015-40,DAVILA,NARCOTICS,"WC,TX",D,2015-07-27,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,8749,625,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-52,2015.0,7.0
